levels,algs,ratios,variable,times
0.0001,sz,3.18,TROP_P,67
0.0001,sz,3.18,TROP_P,68
0.0001,sz,3.18,TROP_P,69
0.0001,sz,3.18,TROP_P,70
0.0001,sz,3.18,TROP_P,71
0.0005,sz,5.49,TROP_P,72
0.005,sz,17.99,TROP_P,73
0.0001,sz,3.18,TROP_P,74
0.0001,sz,3.18,TROP_P,75
0.005,sz,17.99,TROP_P,76
0.0001,sz,3.18,TROP_P,77
0.0001,sz,3.18,TROP_P,78
0.0001,sz,3.18,TROP_P,79
0.0001,sz,3.18,TROP_P,80
0.0001,sz,3.18,TROP_P,81
0.0001,sz,3.18,TROP_P,82
0.001,sz,7.27,TROP_P,83
0.001,sz,7.27,TROP_P,84
0.0001,sz,3.18,TROP_P,85
0.0001,sz,3.18,TROP_P,86
0.001,sz,7.27,TROP_P,87
0.0001,sz,3.18,TROP_P,88
0.0001,sz,3.18,TROP_P,89
0.0001,sz,3.18,TROP_P,90
0.0001,sz,3.18,TROP_P,91
0.0001,sz,3.18,TROP_P,92
0.0001,sz,3.18,TROP_P,93
0.0001,sz,3.18,TROP_P,94
0.0001,sz,3.18,TROP_P,95
0.0001,sz,3.18,TROP_P,96
0.0001,sz,3.18,TROP_P,97
0.0001,sz,3.18,TROP_P,98
0.0001,sz,3.18,TROP_P,99
20.0,zfp,1.80,FLNTC,0
20.0,zfp,1.80,FLNTC,1
0.0005,sz,4.45,FLNTC,2
0.0001,sz,2.64,FLNTC,3
0.0005,sz,4.45,FLNTC,4
0.0001,sz,2.64,FLNTC,5
0.0005,sz,4.45,FLNTC,6
0.0001,sz,2.64,FLNTC,7
0.0001,sz,2.64,FLNTC,8
0.0001,sz,2.64,FLNTC,9
0.0001,sz,2.64,FLNTC,10
0.0001,sz,2.64,FLNTC,11
0.0001,sz,2.64,FLNTC,12
0.0001,sz,2.64,FLNTC,13
0.0001,sz,2.64,FLNTC,14
0.0005,sz,4.45,FLNTC,15
0.0001,sz,2.64,FLNTC,16
0.0001,sz,2.64,FLNTC,17
0.0001,sz,2.64,FLNTC,18
0.0001,sz,2.64,FLNTC,19
0.0001,sz,2.64,FLNTC,20
0.0001,sz,2.64,FLNTC,21
0.0001,sz,2.64,FLNTC,22
0.0001,sz,2.64,FLNTC,23
0.0001,sz,2.64,FLNTC,24
0.0001,sz,2.64,FLNTC,25
0.0001,sz,2.64,FLNTC,26
0.0001,sz,2.64,FLNTC,27
0.0001,sz,2.64,FLNTC,28
0.0005,sz,4.45,FLNTC,29
0.0005,sz,4.45,FLNTC,30
0.0005,sz,4.45,FLNTC,31
0.0001,sz,2.64,FLNTC,32
0.0001,sz,2.64,FLNTC,33
0.0001,sz,2.64,FLNTC,34
0.0001,sz,2.64,FLNTC,35
0.0001,sz,2.64,FLNTC,36
0.0001,sz,2.64,FLNTC,37
0.0001,sz,2.64,FLNTC,38
0.0001,sz,2.64,FLNTC,39
0.0005,sz,4.45,FLNTC,40
0.0005,sz,4.45,FLNTC,41
0.0005,sz,4.45,FLNTC,42
0.0001,sz,2.64,FLNTC,43
20.0,zfp,1.80,FLNTC,44
0.0001,sz,2.64,FLNTC,45
0.0001,sz,2.64,FLNTC,46
0.0001,sz,2.64,FLNTC,47
0.0001,sz,2.64,FLNTC,48
0.0001,sz,2.64,FLNTC,49
0.0001,sz,2.64,FLNTC,50
0.0001,sz,2.64,FLNTC,51
0.0001,sz,2.64,FLNTC,52
0.0001,sz,2.64,FLNTC,53
0.0005,sz,4.45,FLNTC,54
0.0001,sz,2.64,FLNTC,55
0.0001,sz,2.64,FLNTC,56
0.0005,sz,4.45,FLNTC,57
0.0005,sz,4.45,FLNTC,58
0.0005,sz,4.45,FLNTC,59
0.0001,sz,2.64,FLNTC,60
0.0001,sz,2.64,FLNTC,61
0.0001,sz,2.64,FLNTC,62
0.0001,sz,2.64,FLNTC,63
0.0001,sz,2.64,FLNTC,64
0.0001,sz,2.64,FLNTC,65
0.0001,sz,2.64,FLNTC,66
0.0001,sz,2.64,FLNTC,67
0.0001,sz,2.64,FLNTC,68
0.0005,sz,4.45,FLNTC,69
0.0001,sz,2.64,FLNTC,70
0.0001,sz,2.64,FLNTC,71
0.0001,sz,2.64,FLNTC,72
0.0001,sz,2.64,FLNTC,73
0.0001,sz,2.64,FLNTC,74
0.0001,sz,2.64,FLNTC,75
0.0001,sz,2.64,FLNTC,76
0.0001,sz,2.64,FLNTC,77
0.0001,sz,2.64,FLNTC,78
0.0001,sz,2.64,FLNTC,79
0.0001,sz,2.64,FLNTC,80
0.0005,sz,4.45,FLNTC,81
0.0005,sz,4.45,FLNTC,82
20.0,zfp,1.80,FLNTC,83
0.0001,sz,2.64,FLNTC,84
20.0,zfp,1.80,FLNTC,85
0.0001,sz,2.64,FLNTC,86
0.0001,sz,2.64,FLNTC,87
0.0001,sz,2.64,FLNTC,88
0.0001,sz,2.64,FLNTC,89
0.0001,sz,2.64,FLNTC,90
0.0001,sz,2.64,FLNTC,91
0.0001,sz,2.64,FLNTC,92
0.0001,sz,2.64,FLNTC,93
0.0005,sz,4.45,FLNTC,94
0.0005,sz,4.45,FLNTC,95
0.0005,sz,4.45,FLNTC,96
20.0,zfp,1.80,FLNTC,97
0.0001,sz,2.64,FLNTC,98
0.0001,sz,2.64,FLNTC,99
20.0,zfp,1.80,FLUTC,0
20.0,zfp,1.80,FLUTC,1
0.0005,sz,4.46,FLUTC,2
0.0005,sz,4.46,FLUTC,3
20.0,zfp,1.80,FLUTC,4
0.0001,sz,2.64,FLUTC,5
20.0,zfp,1.80,FLUTC,6
0.0001,sz,2.64,FLUTC,7
0.0001,sz,2.64,FLUTC,8
0.0001,sz,2.64,FLUTC,9
0.0001,sz,2.64,FLUTC,10
0.0001,sz,2.64,FLUTC,11
0.0001,sz,2.64,FLUTC,12
0.0001,sz,2.64,FLUTC,13
0.0001,sz,2.64,FLUTC,14
20.0,zfp,1.80,FLUTC,15
0.0005,sz,4.46,FLUTC,16
20.0,zfp,1.80,FLUTC,17
20.0,zfp,1.80,FLUTC,18
0.0001,sz,2.64,FLUTC,19
0.0001,sz,2.64,FLUTC,20
0.0001,sz,2.64,FLUTC,21
0.0001,sz,2.64,FLUTC,22
0.0001,sz,2.64,FLUTC,23
0.0001,sz,2.64,FLUTC,24
0.0001,sz,2.64,FLUTC,25
0.0001,sz,2.64,FLUTC,26
20.0,zfp,1.80,FLUTC,27
0.0005,sz,4.46,FLUTC,28
0.0005,sz,4.46,FLUTC,29
0.0005,sz,4.46,FLUTC,30
0.0001,sz,2.64,FLUTC,31
0.0001,sz,2.64,FLUTC,32
0.0001,sz,2.64,FLUTC,33
0.0001,sz,2.64,FLUTC,34
0.0001,sz,2.64,FLUTC,35
0.0001,sz,2.64,FLUTC,36
0.0001,sz,2.64,FLUTC,37
0.0001,sz,2.64,FLUTC,38
0.0001,sz,2.64,FLUTC,39
0.0001,sz,2.64,FLUTC,40
0.0005,sz,4.46,FLUTC,41
0.0005,sz,4.46,FLUTC,42
0.0005,sz,4.46,FLUTC,43
20.0,zfp,1.80,FLUTC,44
0.0001,sz,2.64,FLUTC,45
0.0001,sz,2.64,FLUTC,46
0.0001,sz,2.64,FLUTC,47
0.0001,sz,2.64,FLUTC,48
0.0001,sz,2.64,FLUTC,49
0.0001,sz,2.64,FLUTC,50
0.0001,sz,2.64,FLUTC,51
0.0001,sz,2.64,FLUTC,52
0.0001,sz,2.64,FLUTC,53
0.0005,sz,4.46,FLUTC,54
0.0005,sz,4.46,FLUTC,55
0.0001,sz,2.64,FLUTC,56
0.0001,sz,2.64,FLUTC,57
0.0001,sz,2.64,FLUTC,58
0.0001,sz,2.64,FLUTC,59
0.0001,sz,2.64,FLUTC,60
0.0001,sz,2.64,FLUTC,61
0.0001,sz,2.64,FLUTC,62
0.0001,sz,2.64,FLUTC,63
0.0001,sz,2.64,FLUTC,64
0.0001,sz,2.64,FLUTC,65
0.0001,sz,2.64,FLUTC,66
0.0001,sz,2.64,FLUTC,67
0.0005,sz,4.46,FLUTC,68
0.0001,sz,2.64,FLUTC,69
0.0005,sz,4.46,FLUTC,70
0.0005,sz,4.46,FLUTC,71
0.0001,sz,2.64,FLUTC,72
0.0001,sz,2.64,FLUTC,73
0.0001,sz,2.64,FLUTC,74
0.0001,sz,2.64,FLUTC,75
0.0001,sz,2.64,FLUTC,76
0.0001,sz,2.64,FLUTC,77
0.0001,sz,2.64,FLUTC,78
20.0,zfp,1.80,FLUTC,79
0.0001,sz,2.64,FLUTC,80
0.0005,sz,4.46,FLUTC,81
20.0,zfp,1.80,FLUTC,82
0.0005,sz,4.46,FLUTC,83
20.0,zfp,1.80,FLUTC,84
0.0001,sz,2.64,FLUTC,85
0.0001,sz,2.64,FLUTC,86
0.0001,sz,2.64,FLUTC,87
0.0001,sz,2.64,FLUTC,88
20.0,zfp,1.80,FLUTC,89
0.0001,sz,2.64,FLUTC,90
0.0001,sz,2.64,FLUTC,91
0.0001,sz,2.64,FLUTC,92
0.0005,sz,4.46,FLUTC,93
20.0,zfp,1.80,FLUTC,94
0.0001,sz,2.64,FLUTC,95
0.0005,sz,4.46,FLUTC,96
0.0001,sz,2.64,FLUTC,97
20.0,zfp,1.80,FLUTC,98
20.0,zfp,1.80,FLUTC,99
0.0001,sz,2.76,FSNTC,0
0.0001,sz,2.76,FSNTC,1
0.0001,sz,2.76,FSNTC,2
0.0001,sz,2.76,FSNTC,3
0.0001,sz,2.76,FSNTC,4
0.0001,sz,2.76,FSNTC,5
0.0001,sz,2.76,FSNTC,6
0.0001,sz,2.76,FSNTC,7
0.0001,sz,2.76,FSNTC,8
0.0001,sz,2.76,FSNTC,9
0.0001,sz,2.76,FSNTC,10
0.0001,sz,2.76,FSNTC,11
0.0001,sz,2.76,FSNTC,12
0.0001,sz,2.76,FSNTC,13
0.0001,sz,2.76,FSNTC,14
0.01,sz,17.06,FSNTC,15
0.0001,sz,2.76,FSNTC,16
0.0001,sz,2.76,FSNTC,17
0.0001,sz,2.76,FSNTC,18
0.0001,sz,2.76,FSNTC,19
0.0001,sz,2.76,FSNTC,20
0.0001,sz,2.76,FSNTC,21
0.0001,sz,2.76,FSNTC,22
0.0001,sz,2.76,FSNTC,23
0.0001,sz,2.76,FSNTC,24
0.0001,sz,2.76,FSNTC,25
0.0001,sz,2.76,FSNTC,26
0.0001,sz,2.76,FSNTC,27
0.0001,sz,2.76,FSNTC,28
0.0001,sz,2.76,FSNTC,29
0.0001,sz,2.76,FSNTC,30
0.0001,sz,2.76,FSNTC,31
0.0001,sz,2.76,FSNTC,32
0.0001,sz,2.76,FSNTC,33
0.0001,sz,2.76,FSNTC,34
0.0001,sz,2.76,FSNTC,35
0.0001,sz,2.76,FSNTC,36
0.0001,sz,2.76,FSNTC,37
0.0001,sz,2.76,FSNTC,38
0.0001,sz,2.76,FSNTC,39
0.0001,sz,2.76,FSNTC,40
0.0001,sz,2.76,FSNTC,41
0.0001,sz,2.76,FSNTC,42
0.0001,sz,2.76,FSNTC,43
0.0001,sz,2.76,FSNTC,44
0.0001,sz,2.76,FSNTC,45
0.0001,sz,2.76,FSNTC,46
0.0001,sz,2.76,FSNTC,47
0.0001,sz,2.76,FSNTC,48
0.0001,sz,2.76,FSNTC,49
0.0001,sz,2.76,FSNTC,50
0.0001,sz,2.76,FSNTC,51
0.0001,sz,2.76,FSNTC,52
0.0001,sz,2.76,FSNTC,53
0.0001,sz,2.76,FSNTC,54
0.0001,sz,2.76,FSNTC,55
0.0001,sz,2.76,FSNTC,56
0.0001,sz,2.76,FSNTC,57
0.0001,sz,2.76,FSNTC,58
0.0001,sz,2.76,FSNTC,59
0.0001,sz,2.76,FSNTC,60
0.0001,sz,2.76,FSNTC,61
0.0001,sz,2.76,FSNTC,62
0.0001,sz,2.76,FSNTC,63
0.0001,sz,2.76,FSNTC,64
0.0001,sz,2.76,FSNTC,65
0.0001,sz,2.76,FSNTC,66
0.0001,sz,2.76,FSNTC,67
0.0001,sz,2.76,FSNTC,68
0.0001,sz,2.76,FSNTC,69
0.0001,sz,2.76,FSNTC,70
0.0001,sz,2.76,FSNTC,71
0.0001,sz,2.76,FSNTC,72
0.0001,sz,2.76,FSNTC,73
0.0001,sz,2.76,FSNTC,74
0.0001,sz,2.76,FSNTC,75
0.0001,sz,2.76,FSNTC,76
0.0001,sz,2.76,FSNTC,77
0.0001,sz,2.76,FSNTC,78
0.0001,sz,2.76,FSNTC,79
0.0001,sz,2.76,FSNTC,80
0.01,sz,17.06,FSNTC,81
0.0001,sz,2.76,FSNTC,82
0.0001,sz,2.76,FSNTC,83
0.0001,sz,2.76,FSNTC,84
0.0001,sz,2.76,FSNTC,85
0.0001,sz,2.76,FSNTC,86
0.0001,sz,2.76,FSNTC,87
0.0001,sz,2.76,FSNTC,88
0.0001,sz,2.76,FSNTC,89
0.0001,sz,2.76,FSNTC,90
0.0001,sz,2.76,FSNTC,91
0.0001,sz,2.76,FSNTC,92
0.0001,sz,2.76,FSNTC,93
0.0001,sz,2.76,FSNTC,94
0.0001,sz,2.76,FSNTC,95
0.0001,sz,2.76,FSNTC,96
0.0001,sz,2.76,FSNTC,97
0.0001,sz,2.76,FSNTC,98
0.0001,sz,2.76,FSNTC,99
0.0001,sz,2.76,FSNTOAC,0
0.01,sz,17.10,FSNTOAC,1
0.0001,sz,2.76,FSNTOAC,2
0.0001,sz,2.76,FSNTOAC,3
0.0001,sz,2.76,FSNTOAC,4
0.0001,sz,2.76,FSNTOAC,5
0.0001,sz,2.76,FSNTOAC,6
0.0001,sz,2.76,FSNTOAC,7
0.0001,sz,2.76,FSNTOAC,8
0.0001,sz,2.76,FSNTOAC,9
0.0001,sz,2.76,FSNTOAC,10
0.0001,sz,2.76,FSNTOAC,11
0.0001,sz,2.76,FSNTOAC,12
0.0001,sz,2.76,FSNTOAC,13
0.0001,sz,2.76,FSNTOAC,14
0.0001,sz,2.76,FSNTOAC,15
0.0001,sz,2.76,FSNTOAC,16
0.0001,sz,2.76,FSNTOAC,17
0.0001,sz,2.76,FSNTOAC,18
0.0001,sz,2.76,FSNTOAC,19
0.0001,sz,2.76,FSNTOAC,20
0.0001,sz,2.76,FSNTOAC,21
0.0001,sz,2.76,FSNTOAC,22
0.0001,sz,2.76,FSNTOAC,23
0.01,sz,17.10,FSNTOAC,24
0.0001,sz,2.76,FSNTOAC,25
0.0001,sz,2.76,FSNTOAC,26
0.0001,sz,2.76,FSNTOAC,27
0.0001,sz,2.76,FSNTOAC,28
0.0001,sz,2.76,FSNTOAC,29
0.0001,sz,2.76,FSNTOAC,30
0.0001,sz,2.76,FSNTOAC,31
0.0001,sz,2.76,FSNTOAC,32
0.0001,sz,2.76,FSNTOAC,33
0.0001,sz,2.76,FSNTOAC,34
0.0001,sz,2.76,FSNTOAC,35
0.0001,sz,2.76,FSNTOAC,36
0.0001,sz,2.76,FSNTOAC,37
0.0001,sz,2.76,FSNTOAC,38
0.0001,sz,2.76,FSNTOAC,39
0.0001,sz,2.76,FSNTOAC,40
0.0001,sz,2.76,FSNTOAC,41
0.0001,sz,2.76,FSNTOAC,42
0.0001,sz,2.76,FSNTOAC,43
0.01,sz,17.10,FSNTOAC,44
0.0001,sz,2.76,FSNTOAC,45
0.0001,sz,2.76,FSNTOAC,46
0.0001,sz,2.76,FSNTOAC,47
0.0001,sz,2.76,FSNTOAC,48
0.0001,sz,2.76,FSNTOAC,49
0.0001,sz,2.76,FSNTOAC,50
0.0001,sz,2.76,FSNTOAC,51
0.0001,sz,2.76,FSNTOAC,52
0.0001,sz,2.76,FSNTOAC,53
0.0001,sz,2.76,FSNTOAC,54
0.0001,sz,2.76,FSNTOAC,55
0.0001,sz,2.76,FSNTOAC,56
0.0001,sz,2.76,FSNTOAC,57
0.01,sz,17.10,FSNTOAC,58
0.0001,sz,2.76,FSNTOAC,59
0.0001,sz,2.76,FSNTOAC,60
0.0001,sz,2.76,FSNTOAC,61
0.0001,sz,2.76,FSNTOAC,62
0.0001,sz,2.76,FSNTOAC,63
0.0001,sz,2.76,FSNTOAC,64
0.0001,sz,2.76,FSNTOAC,65
0.0001,sz,2.76,FSNTOAC,66
0.0001,sz,2.76,FSNTOAC,67
0.0001,sz,2.76,FSNTOAC,68
0.0001,sz,2.76,FSNTOAC,69
0.0001,sz,2.76,FSNTOAC,70
0.0001,sz,2.76,FSNTOAC,71
0.0001,sz,2.76,FSNTOAC,72
0.0001,sz,2.76,FSNTOAC,73
0.0001,sz,2.76,FSNTOAC,74
0.0001,sz,2.76,FSNTOAC,75
0.0001,sz,2.76,FSNTOAC,76
0.0001,sz,2.76,FSNTOAC,77
0.0001,sz,2.76,FSNTOAC,78
0.0001,sz,2.76,FSNTOAC,79
0.0001,sz,2.76,FSNTOAC,80
0.0001,sz,2.76,FSNTOAC,81
0.0001,sz,2.76,FSNTOAC,82
0.0001,sz,2.76,FSNTOAC,83
0.0001,sz,2.76,FSNTOAC,84
0.0001,sz,2.76,FSNTOAC,85
0.0001,sz,2.76,FSNTOAC,86
0.0001,sz,2.76,FSNTOAC,87
0.0001,sz,2.76,FSNTOAC,88
0.0001,sz,2.76,FSNTOAC,89
0.0001,sz,2.76,FSNTOAC,90
0.0001,sz,2.76,FSNTOAC,91
0.0001,sz,2.76,FSNTOAC,92
0.0001,sz,2.76,FSNTOAC,93
0.0001,sz,2.76,FSNTOAC,94
0.0001,sz,2.76,FSNTOAC,95
0.0001,sz,2.76,FSNTOAC,96
0.0001,sz,2.76,FSNTOAC,97
0.0001,sz,2.76,FSNTOAC,98
0.0001,sz,2.76,FSNTOAC,99
0.0001,sz,3.33,SFCO2_OCN,0
0.0001,sz,3.33,SFCO2_OCN,1
0.0001,sz,3.33,SFCO2_OCN,2
0.005,sz,13.56,SFCO2_OCN,3
0.0001,sz,3.33,SFCO2_OCN,4
0.0001,sz,3.33,SFCO2_OCN,5
0.001,sz,6.89,SFCO2_OCN,6
0.0001,sz,3.33,SFCO2_OCN,7
0.0001,sz,3.33,SFCO2_OCN,8
0.005,sz,13.56,SFCO2_OCN,9
0.0001,sz,3.33,SFCO2_OCN,10
0.005,sz,13.56,SFCO2_OCN,11
0.0001,sz,3.33,SFCO2_OCN,12
0.0001,sz,3.33,SFCO2_OCN,13
0.0001,sz,3.33,SFCO2_OCN,14
0.0001,sz,3.33,SFCO2_OCN,15
0.0001,sz,3.33,SFCO2_OCN,16
0.005,sz,13.56,SFCO2_OCN,17
0.0001,sz,3.33,SFCO2_OCN,18
0.0001,sz,3.33,SFCO2_OCN,19
0.0001,sz,3.33,SFCO2_OCN,20
0.0001,sz,3.33,SFCO2_OCN,21
0.0001,sz,3.33,SFCO2_OCN,22
0.0001,sz,3.33,SFCO2_OCN,23
0.005,sz,13.56,SFCO2_OCN,24
0.0001,sz,3.33,SFCO2_OCN,25
0.0001,sz,3.33,SFCO2_OCN,26
0.005,sz,13.56,SFCO2_OCN,27
0.0001,sz,3.33,SFCO2_OCN,28
0.0001,sz,3.33,SFCO2_OCN,29
0.001,sz,6.89,SFCO2_OCN,30
0.0001,sz,3.33,SFCO2_OCN,31
0.0001,sz,3.33,SFCO2_OCN,32
0.0001,sz,3.33,SFCO2_OCN,33
0.0001,sz,3.33,SFCO2_OCN,34
0.005,sz,13.56,SFCO2_OCN,35
0.005,sz,13.56,SFCO2_OCN,36
0.0001,sz,3.33,SFCO2_OCN,37
0.0001,sz,3.33,SFCO2_OCN,38
0.0001,sz,3.33,SFCO2_OCN,39
0.0001,sz,3.33,SFCO2_OCN,40
0.005,sz,13.56,SFCO2_OCN,41
0.0001,sz,3.33,SFCO2_OCN,42
0.005,sz,13.56,SFCO2_OCN,43
0.0001,sz,3.33,SFCO2_OCN,44
0.0001,sz,3.33,SFCO2_OCN,45
0.0001,sz,3.33,SFCO2_OCN,46
0.005,sz,13.56,SFCO2_OCN,47
0.0001,sz,3.33,SFCO2_OCN,48
0.0001,sz,3.33,SFCO2_OCN,49
0.0001,sz,3.33,SFCO2_OCN,50
0.005,sz,13.56,SFCO2_OCN,51
0.0001,sz,3.33,SFCO2_OCN,52
0.0001,sz,3.33,SFCO2_OCN,53
0.0001,sz,3.33,SFCO2_OCN,54
0.0001,sz,3.33,SFCO2_OCN,55
0.0001,sz,3.33,SFCO2_OCN,56
0.005,sz,13.56,SFCO2_OCN,57
0.005,sz,13.56,SFCO2_OCN,58
0.0001,sz,3.33,SFCO2_OCN,59
0.001,sz,6.89,SFCO2_OCN,60
0.005,sz,13.56,SFCO2_OCN,61
0.005,sz,13.56,SFCO2_OCN,62
0.0001,sz,3.33,SFCO2_OCN,63
0.0001,sz,3.33,SFCO2_OCN,64
0.0001,sz,3.33,SFCO2_OCN,65
0.0001,sz,3.33,SFCO2_OCN,66
0.0001,sz,3.33,SFCO2_OCN,67
0.0001,sz,3.33,SFCO2_OCN,68
0.0001,sz,3.33,SFCO2_OCN,69
0.0001,sz,3.33,SFCO2_OCN,70
0.0001,sz,3.33,SFCO2_OCN,71
0.005,sz,13.56,SFCO2_OCN,72
0.001,sz,6.89,SFCO2_OCN,73
0.0001,sz,3.33,SFCO2_OCN,74
0.0001,sz,3.33,SFCO2_OCN,75
0.0001,sz,3.33,SFCO2_OCN,76
0.0001,sz,3.33,SFCO2_OCN,77
0.0001,sz,3.33,SFCO2_OCN,78
0.0001,sz,3.33,SFCO2_OCN,79
0.005,sz,13.56,SFCO2_OCN,80
0.0001,sz,3.33,SFCO2_OCN,81
0.0001,sz,3.33,SFCO2_OCN,82
0.005,sz,13.56,SFCO2_OCN,83
0.0001,sz,3.33,SFCO2_OCN,84
0.0001,sz,3.33,SFCO2_OCN,85
0.0001,sz,3.33,SFCO2_OCN,86
0.0001,sz,3.33,SFCO2_OCN,87
0.005,sz,13.56,SFCO2_OCN,88
0.0001,sz,3.33,SFCO2_OCN,89
0.0001,sz,3.33,SFCO2_OCN,90
0.0001,sz,3.33,SFCO2_OCN,91
0.005,sz,13.56,SFCO2_OCN,92
0.005,sz,13.56,SFCO2_OCN,93
0.0001,sz,3.33,SFCO2_OCN,94
0.0001,sz,3.33,SFCO2_OCN,95
0.0001,sz,3.33,SFCO2_OCN,96
0.005,sz,13.56,SFCO2_OCN,97
0.0001,sz,3.33,SFCO2_OCN,98
0.001,sz,6.89,SFCO2_OCN,99
0.0001,sz,2.17,TREFHTMN,0
0.0001,sz,2.17,TREFHTMN,1
0.0005,sz,3.53,TREFHTMN,2
0.0001,sz,2.17,TREFHTMN,3
0.0001,sz,2.17,TREFHTMN,4
0.0001,sz,2.17,TREFHTMN,5
0.0001,sz,2.17,TREFHTMN,6
0.0001,sz,2.17,TREFHTMN,7
0.0001,sz,2.17,TREFHTMN,8
0.0001,sz,2.17,TREFHTMN,9
0.0001,sz,2.17,TREFHTMN,10
0.0001,sz,2.17,TREFHTMN,11
0.0001,sz,2.17,TREFHTMN,12
0.0001,sz,2.17,TREFHTMN,13
0.0001,sz,2.17,TREFHTMN,14
0.0005,sz,3.53,TREFHTMN,15
0.0001,sz,2.17,TREFHTMN,16
0.0001,sz,2.17,TREFHTMN,17
0.0001,sz,2.17,TREFHTMN,18
0.0001,sz,2.17,TREFHTMN,19
0.0001,sz,2.17,TREFHTMN,20
0.0001,sz,2.17,TREFHTMN,21
0.0001,sz,2.17,TREFHTMN,22
0.0001,sz,2.17,TREFHTMN,23
0.0001,sz,2.17,TREFHTMN,24
0.0001,sz,2.17,TREFHTMN,25
0.0001,sz,2.17,TREFHTMN,26
0.0001,sz,2.17,TREFHTMN,27
0.0005,sz,3.53,TREFHTMN,28
0.0001,sz,2.17,TREFHTMN,29
0.0001,sz,2.17,TREFHTMN,30
0.0001,sz,2.17,TREFHTMN,31
0.0001,sz,2.17,TREFHTMN,32
0.0001,sz,2.17,TREFHTMN,33
0.0001,sz,2.17,TREFHTMN,34
0.0001,sz,2.17,TREFHTMN,35
0.0001,sz,2.17,TREFHTMN,36
0.0001,sz,2.17,TREFHTMN,37
0.0001,sz,2.17,TREFHTMN,38
0.0001,sz,2.17,TREFHTMN,39
0.0001,sz,2.17,TREFHTMN,40
0.0001,sz,2.17,TREFHTMN,41
0.0001,sz,2.17,TREFHTMN,42
0.0001,sz,2.17,TREFHTMN,43
0.0001,sz,2.17,TREFHTMN,44
0.0001,sz,2.17,TREFHTMN,45
0.0001,sz,2.17,TREFHTMN,46
0.0001,sz,2.17,TREFHTMN,47
0.0001,sz,2.17,TREFHTMN,48
0.0001,sz,2.17,TREFHTMN,49
0.0001,sz,2.17,TREFHTMN,50
0.0001,sz,2.17,TREFHTMN,51
0.0001,sz,2.17,TREFHTMN,52
0.0001,sz,2.17,TREFHTMN,53
0.0005,sz,3.53,TREFHTMN,54
0.0001,sz,2.17,TREFHTMN,55
0.0001,sz,2.17,TREFHTMN,56
0.0001,sz,2.17,TREFHTMN,57
0.0001,sz,2.17,TREFHTMN,58
0.0001,sz,2.17,TREFHTMN,59
0.0001,sz,2.17,TREFHTMN,60
0.0001,sz,2.17,TREFHTMN,61
0.0001,sz,2.17,TREFHTMN,62
0.0001,sz,2.17,TREFHTMN,63
0.0001,sz,2.17,TREFHTMN,64
0.0001,sz,2.17,TREFHTMN,65
0.0001,sz,2.17,TREFHTMN,66
0.0001,sz,2.17,TREFHTMN,67
0.0005,sz,3.53,TREFHTMN,68
0.0001,sz,2.17,TREFHTMN,69
0.0001,sz,2.17,TREFHTMN,70
0.0001,sz,2.17,TREFHTMN,71
0.0001,sz,2.17,TREFHTMN,72
0.0001,sz,2.17,TREFHTMN,73
0.0001,sz,2.17,TREFHTMN,74
0.0001,sz,2.17,TREFHTMN,75
0.0001,sz,2.17,TREFHTMN,76
0.0001,sz,2.17,TREFHTMN,77
0.0001,sz,2.17,TREFHTMN,78
0.0001,sz,2.17,TREFHTMN,79
0.0001,sz,2.17,TREFHTMN,80
0.0005,sz,3.53,TREFHTMN,81
0.0001,sz,2.17,TREFHTMN,82
0.0001,sz,2.17,TREFHTMN,83
0.0001,sz,2.17,TREFHTMN,84
0.0001,sz,2.17,TREFHTMN,85
0.0001,sz,2.17,TREFHTMN,86
0.0001,sz,2.17,TREFHTMN,87
0.0001,sz,2.17,TREFHTMN,88
0.0001,sz,2.17,TREFHTMN,89
0.0001,sz,2.17,TREFHTMN,90
0.0001,sz,2.17,TREFHTMN,91
0.0001,sz,2.17,TREFHTMN,92
0.0001,sz,2.17,TREFHTMN,93
0.0005,sz,3.53,TREFHTMN,94
0.0001,sz,2.17,TREFHTMN,95
0.0001,sz,2.17,TREFHTMN,96
0.0001,sz,2.17,TREFHTMN,97
0.0001,sz,2.17,TREFHTMN,98
0.0001,sz,2.17,TREFHTMN,99
0.0001,sz,2.18,TSMN,0
0.0001,sz,2.18,TSMN,1
0.0001,sz,2.18,TSMN,2
0.0001,sz,2.18,TSMN,3
0.0001,sz,2.18,TSMN,4
0.0001,sz,2.18,TSMN,5
0.0001,sz,2.18,TSMN,6
0.0001,sz,2.18,TSMN,7
0.0001,sz,2.18,TSMN,8
0.0001,sz,2.18,TSMN,9
0.0001,sz,2.18,TSMN,10
0.0001,sz,2.18,TSMN,11
0.0001,sz,2.18,TSMN,12
0.0001,sz,2.18,TSMN,13
0.0001,sz,2.18,TSMN,14
0.0001,sz,2.18,TSMN,15
0.0001,sz,2.18,TSMN,16
0.0001,sz,2.18,TSMN,17
0.0001,sz,2.18,TSMN,18
0.0001,sz,2.18,TSMN,19
0.0001,sz,2.18,TSMN,20
0.0001,sz,2.18,TSMN,21
0.0001,sz,2.18,TSMN,22
0.0001,sz,2.18,TSMN,23
0.0001,sz,2.18,TSMN,24
0.0001,sz,2.18,TSMN,25
0.0001,sz,2.18,TSMN,26
0.01,sz,12.67,TSMN,27
0.0001,sz,2.18,TSMN,28
