levels,algs,ratios,variable,times
18,zfp,1.82,FSNTOA,503
18,zfp,1.82,FSNTOA,504
20,zfp,1.58,FSNTOA,505
5,bg,1.47,FSNTOA,506
20,zfp,1.58,FSNTOA,507
18,zfp,1.82,FSNTOA,508
18,zfp,1.82,FSNTOA,509
18,zfp,1.82,FSNTOA,510
18,zfp,1.82,FSNTOA,511
18,zfp,1.82,FSNTOA,512
18,zfp,1.82,FSNTOA,513
18,zfp,1.82,FSNTOA,514
18,zfp,1.82,FSNTOA,515
18,zfp,1.82,FSNTOA,516
18,zfp,1.82,FSNTOA,517
18,zfp,1.82,FSNTOA,518
18,zfp,1.82,FSNTOA,519
18,zfp,1.82,FSNTOA,520
18,zfp,1.82,FSNTOA,521
18,zfp,1.82,FSNTOA,522
18,zfp,1.82,FSNTOA,523
18,zfp,1.82,FSNTOA,524
18,zfp,1.82,FSNTOA,525
18,zfp,1.82,FSNTOA,526
18,zfp,1.82,FSNTOA,527
18,zfp,1.82,FSNTOA,528
20,zfp,1.58,FSNTOA,529
18,zfp,1.82,FSNTOA,530
18,zfp,1.82,FSNTOA,531
18,zfp,1.82,FSNTOA,532
18,zfp,1.82,FSNTOA,533
18,zfp,1.82,FSNTOA,534
18,zfp,1.82,FSNTOA,535
18,zfp,1.82,FSNTOA,536
18,zfp,1.82,FSNTOA,537
20,zfp,1.58,FSNTOA,538
18,zfp,1.82,FSNTOA,539
18,zfp,1.82,FSNTOA,540
5,bg,1.47,FSNTOA,541
18,zfp,1.82,FSNTOA,542
18,zfp,1.82,FSNTOA,543
20,zfp,1.58,FSNTOA,544
18,zfp,1.82,FSNTOA,545
18,zfp,1.82,FSNTOA,546
18,zfp,1.82,FSNTOA,547
18,zfp,1.82,FSNTOA,548
18,zfp,1.82,FSNTOA,549
18,zfp,1.82,FSNTOA,550
18,zfp,1.82,FSNTOA,551
18,zfp,1.82,FSNTOA,552
18,zfp,1.82,FSNTOA,553
18,zfp,1.82,FSNTOA,554
18,zfp,1.82,FSNTOA,555
5,bg,1.47,FSNTOA,556
18,zfp,1.82,FSNTOA,557
18,zfp,1.82,FSNTOA,558
20,zfp,1.58,FSNTOA,559
18,zfp,1.82,FSNTOA,560
18,zfp,1.82,FSNTOA,561
18,zfp,1.82,FSNTOA,562
18,zfp,1.82,FSNTOA,563
20,zfp,1.58,FSNTOA,564
18,zfp,1.82,FSNTOA,565
18,zfp,1.82,FSNTOA,566
18,zfp,1.82,FSNTOA,567
20,zfp,1.58,FSNTOA,568
18,zfp,1.82,FSNTOA,569
18,zfp,1.82,FSNTOA,570
18,zfp,1.82,FSNTOA,571
18,zfp,1.82,FSNTOA,572
18,zfp,1.82,FSNTOA,573
18,zfp,1.82,FSNTOA,574
18,zfp,1.82,FSNTOA,575
20,zfp,1.58,FSNTOA,576
18,zfp,1.82,FSNTOA,577
20,zfp,1.58,FSNTOA,578
18,zfp,1.82,FSNTOA,579
18,zfp,1.82,FSNTOA,580
18,zfp,1.82,FSNTOA,581
20,zfp,1.58,FSNTOA,582
18,zfp,1.82,FSNTOA,583
18,zfp,1.82,FSNTOA,584
18,zfp,1.82,FSNTOA,585
18,zfp,1.82,FSNTOA,586
18,zfp,1.82,FSNTOA,587
18,zfp,1.82,FSNTOA,588
18,zfp,1.82,FSNTOA,589
18,zfp,1.82,FSNTOA,590
18,zfp,1.82,FSNTOA,591
18,zfp,1.82,FSNTOA,592
18,zfp,1.82,FSNTOA,593
18,zfp,1.82,FSNTOA,594
5,bg,1.47,FSNTOA,595
18,zfp,1.82,FSNTOA,596
18,zfp,1.82,FSNTOA,597
18,zfp,1.82,FSNTOA,598
18,zfp,1.82,FSNTOA,599
18,zfp,1.82,FSNTOA,600
18,zfp,1.82,FSNTOA,601
18,zfp,1.82,FSNTOA,602
20,zfp,1.58,FSNTOA,603
18,zfp,1.82,FSNTOA,604
18,zfp,1.82,FSNTOA,605
18,zfp,1.82,FSNTOA,606
18,zfp,1.82,FSNTOA,607
18,zfp,1.82,FSNTOA,608
18,zfp,1.82,FSNTOA,609
18,zfp,1.82,FSNTOA,610
18,zfp,1.82,FSNTOA,611
18,zfp,1.82,FSNTOA,612
18,zfp,1.82,FSNTOA,613
18,zfp,1.82,FSNTOA,614
18,zfp,1.82,FSNTOA,615
20,zfp,1.58,FSNTOA,616
18,zfp,1.82,FSNTOA,617
18,zfp,1.82,FSNTOA,618
18,zfp,1.82,FSNTOA,619
18,zfp,1.82,FSNTOA,620
18,zfp,1.82,FSNTOA,621
18,zfp,1.82,FSNTOA,622
20,zfp,1.58,FSNTOA,623
18,zfp,1.82,FSNTOA,624
18,zfp,1.82,FSNTOA,625
18,zfp,1.82,FSNTOA,626
18,zfp,1.82,FSNTOA,627
18,zfp,1.82,FSNTOA,628
18,zfp,1.82,FSNTOA,629
18,zfp,1.82,FSNTOA,630
18,zfp,1.82,FSNTOA,631
18,zfp,1.82,FSNTOA,632
18,zfp,1.82,FSNTOA,633
18,zfp,1.82,FSNTOA,634
18,zfp,1.82,FSNTOA,635
18,zfp,1.82,FSNTOA,636
20,zfp,1.58,FSNTOA,637
18,zfp,1.82,FSNTOA,638
18,zfp,1.82,FSNTOA,639
18,zfp,1.82,FSNTOA,640
18,zfp,1.82,FSNTOA,641
18,zfp,1.82,FSNTOA,642
18,zfp,1.82,FSNTOA,643
18,zfp,1.82,FSNTOA,644
5,bg,1.47,FSNTOA,645
18,zfp,1.82,FSNTOA,646
18,zfp,1.82,FSNTOA,647
18,zfp,1.82,FSNTOA,648
18,zfp,1.82,FSNTOA,649
18,zfp,1.82,FSNTOA,650
20,zfp,1.58,FSNTOA,651
20,zfp,1.58,FSNTOA,652
18,zfp,1.82,FSNTOA,653
18,zfp,1.82,FSNTOA,654
5,bg,1.47,FSNTOA,655
18,zfp,1.82,FSNTOA,656
20,zfp,1.58,FSNTOA,657
18,zfp,1.82,FSNTOA,658
18,zfp,1.82,FSNTOA,659
18,zfp,1.82,FSNTOA,660
20,zfp,1.58,FSNTOA,661
18,zfp,1.82,FSNTOA,662
18,zfp,1.82,FSNTOA,663
18,zfp,1.82,FSNTOA,664
18,zfp,1.82,FSNTOA,665
18,zfp,1.82,FSNTOA,666
20,zfp,1.58,FSNTOA,667
20,zfp,1.58,FSNTOA,668
18,zfp,1.82,FSNTOA,669
18,zfp,1.82,FSNTOA,670
18,zfp,1.82,FSNTOA,671
18,zfp,1.82,FSNTOA,672
18,zfp,1.82,FSNTOA,673
5,bg,1.47,FSNTOA,674
20,zfp,1.58,FSNTOA,675
18,zfp,1.82,FSNTOA,676
18,zfp,1.82,FSNTOA,677
18,zfp,1.82,FSNTOA,678
18,zfp,1.82,FSNTOA,679
18,zfp,1.82,FSNTOA,680
18,zfp,1.82,FSNTOA,681
18,zfp,1.82,FSNTOA,682
18,zfp,1.82,FSNTOA,683
18,zfp,1.82,FSNTOA,684
18,zfp,1.82,FSNTOA,685
18,zfp,1.82,FSNTOA,686
18,zfp,1.82,FSNTOA,687
18,zfp,1.82,FSNTOA,688
18,zfp,1.82,FSNTOA,689
18,zfp,1.82,FSNTOA,690
20,zfp,1.58,FSNTOA,691
18,zfp,1.82,FSNTOA,692
5,bg,1.47,FSNTOA,693
18,zfp,1.82,FSNTOA,694
18,zfp,1.82,FSNTOA,695
18,zfp,1.82,FSNTOA,696
18,zfp,1.82,FSNTOA,697
18,zfp,1.82,FSNTOA,698
18,zfp,1.82,FSNTOA,699
18,zfp,1.82,FSNTOA,700
18,zfp,1.82,FSNTOA,701
18,zfp,1.82,FSNTOA,702
18,zfp,1.82,FSNTOA,703
18,zfp,1.82,FSNTOA,704
18,zfp,1.82,FSNTOA,705
5,bg,1.47,FSNTOA,706
18,zfp,1.82,FSNTOA,707
18,zfp,1.82,FSNTOA,708
18,zfp,1.82,FSNTOA,709
18,zfp,1.82,FSNTOA,710
5,bg,1.47,FSNTOA,711
18,zfp,1.82,FSNTOA,712
18,zfp,1.82,FSNTOA,713
20,zfp,1.58,FSNTOA,714
18,zfp,1.82,FSNTOA,715
18,zfp,1.82,FSNTOA,716
18,zfp,1.82,FSNTOA,717
18,zfp,1.82,FSNTOA,718
18,zfp,1.82,FSNTOA,719
18,zfp,1.82,FSNTOA,720
18,zfp,1.82,FSNTOA,721
18,zfp,1.82,FSNTOA,722
18,zfp,1.82,FSNTOA,723
18,zfp,1.82,FSNTOA,724
18,zfp,1.82,FSNTOA,725
18,zfp,1.82,FSNTOA,726
18,zfp,1.82,FSNTOA,727
18,zfp,1.82,FSNTOA,728
20,zfp,1.58,FSNTOA,729
5,bg,1.28,ICEFRAC,0
5,bg,1.28,ICEFRAC,1
5,bg,1.28,ICEFRAC,2
5,bg,1.28,ICEFRAC,3
5,bg,1.28,ICEFRAC,4
5,bg,1.28,ICEFRAC,5
5,bg,1.28,ICEFRAC,6
4,bg,1.58,ICEFRAC,7
4,bg,1.58,ICEFRAC,8
4,bg,1.58,ICEFRAC,9
4,bg,1.58,ICEFRAC,10
4,bg,1.58,ICEFRAC,11
4,bg,1.58,ICEFRAC,12
4,bg,1.58,ICEFRAC,13
4,bg,1.58,ICEFRAC,14
4,bg,1.58,ICEFRAC,15
4,bg,1.58,ICEFRAC,16
4,bg,1.58,ICEFRAC,17
4,bg,1.58,ICEFRAC,18
4,bg,1.58,ICEFRAC,19
4,bg,1.58,ICEFRAC,20
4,bg,1.58,ICEFRAC,21
4,bg,1.58,ICEFRAC,22
4,bg,1.58,ICEFRAC,23
4,bg,1.58,ICEFRAC,24
4,bg,1.58,ICEFRAC,25
4,bg,1.58,ICEFRAC,26
4,bg,1.58,ICEFRAC,27
4,bg,1.58,ICEFRAC,28
4,bg,1.58,ICEFRAC,29
4,bg,1.58,ICEFRAC,30
4,bg,1.58,ICEFRAC,31
4,bg,1.58,ICEFRAC,32
4,bg,1.58,ICEFRAC,33
4,bg,1.58,ICEFRAC,34
4,bg,1.58,ICEFRAC,35
4,bg,1.58,ICEFRAC,36
4,bg,1.58,ICEFRAC,37
4,bg,1.58,ICEFRAC,38
4,bg,1.58,ICEFRAC,39
4,bg,1.58,ICEFRAC,40
4,bg,1.58,ICEFRAC,41
4,bg,1.58,ICEFRAC,42
4,bg,1.58,ICEFRAC,43
4,bg,1.58,ICEFRAC,44
4,bg,1.58,ICEFRAC,45
4,bg,1.58,ICEFRAC,46
4,bg,1.58,ICEFRAC,47
4,bg,1.58,ICEFRAC,48
4,bg,1.58,ICEFRAC,49
4,bg,1.58,ICEFRAC,50
4,bg,1.58,ICEFRAC,51
4,bg,1.58,ICEFRAC,52
4,bg,1.58,ICEFRAC,53
4,bg,1.58,ICEFRAC,54
4,bg,1.58,ICEFRAC,55
4,bg,1.58,ICEFRAC,56
4,bg,1.58,ICEFRAC,57
4,bg,1.58,ICEFRAC,58
4,bg,1.58,ICEFRAC,59
4,bg,1.58,ICEFRAC,60
4,bg,1.58,ICEFRAC,61
4,bg,1.58,ICEFRAC,62
4,bg,1.58,ICEFRAC,63
4,bg,1.58,ICEFRAC,64
4,bg,1.58,ICEFRAC,65
4,bg,1.58,ICEFRAC,66
4,bg,1.58,ICEFRAC,67
4,bg,1.58,ICEFRAC,68
4,bg,1.58,ICEFRAC,69
4,bg,1.58,ICEFRAC,70
4,bg,1.58,ICEFRAC,71
4,bg,1.58,ICEFRAC,72
4,bg,1.58,ICEFRAC,73
4,bg,1.58,ICEFRAC,74
4,bg,1.58,ICEFRAC,75
4,bg,1.58,ICEFRAC,76
4,bg,1.58,ICEFRAC,77
4,bg,1.58,ICEFRAC,78
4,bg,1.58,ICEFRAC,79
4,bg,1.58,ICEFRAC,80
4,bg,1.58,ICEFRAC,81
4,bg,1.58,ICEFRAC,82
4,bg,1.58,ICEFRAC,83
4,bg,1.58,ICEFRAC,84
4,bg,1.58,ICEFRAC,85
4,bg,1.58,ICEFRAC,86
4,bg,1.58,ICEFRAC,87
4,bg,1.58,ICEFRAC,88
4,bg,1.58,ICEFRAC,89
4,bg,1.58,ICEFRAC,90
4,bg,1.58,ICEFRAC,91
4,bg,1.58,ICEFRAC,92
4,bg,1.58,ICEFRAC,93
4,bg,1.58,ICEFRAC,94
4,bg,1.58,ICEFRAC,95
4,bg,1.58,ICEFRAC,96
4,bg,1.58,ICEFRAC,97
4,bg,1.58,ICEFRAC,98
4,bg,1.58,ICEFRAC,99
4,bg,1.58,ICEFRAC,100
4,bg,1.58,ICEFRAC,101
4,bg,1.58,ICEFRAC,102
4,bg,1.58,ICEFRAC,103
4,bg,1.58,ICEFRAC,104
4,bg,1.58,ICEFRAC,105
4,bg,1.58,ICEFRAC,106
4,bg,1.58,ICEFRAC,107
4,bg,1.58,ICEFRAC,108
4,bg,1.58,ICEFRAC,109
4,bg,1.58,ICEFRAC,110
4,bg,1.58,ICEFRAC,111
5,bg,1.28,ICEFRAC,112
4,bg,1.58,ICEFRAC,113
4,bg,1.58,ICEFRAC,114
4,bg,1.58,ICEFRAC,115
4,bg,1.58,ICEFRAC,116
4,bg,1.58,ICEFRAC,117
4,bg,1.58,ICEFRAC,118
4,bg,1.58,ICEFRAC,119
4,bg,1.58,ICEFRAC,120
4,bg,1.58,ICEFRAC,121
4,bg,1.58,ICEFRAC,122
4,bg,1.58,ICEFRAC,123
4,bg,1.58,ICEFRAC,124
4,bg,1.58,ICEFRAC,125
4,bg,1.58,ICEFRAC,126
4,bg,1.58,ICEFRAC,127
4,bg,1.58,ICEFRAC,128
4,bg,1.58,ICEFRAC,129
4,bg,1.58,ICEFRAC,130
4,bg,1.58,ICEFRAC,131
4,bg,1.58,ICEFRAC,132
4,bg,1.58,ICEFRAC,133
4,bg,1.58,ICEFRAC,134
5,bg,1.28,ICEFRAC,135
4,bg,1.58,ICEFRAC,136
4,bg,1.58,ICEFRAC,137
4,bg,1.58,ICEFRAC,138
4,bg,1.58,ICEFRAC,139
4,bg,1.58,ICEFRAC,140
4,bg,1.58,ICEFRAC,141
4,bg,1.58,ICEFRAC,142
4,bg,1.58,ICEFRAC,143
4,bg,1.58,ICEFRAC,144
4,bg,1.58,ICEFRAC,145
5,bg,1.28,ICEFRAC,146
4,bg,1.58,ICEFRAC,147
4,bg,1.58,ICEFRAC,148
4,bg,1.58,ICEFRAC,149
4,bg,1.58,ICEFRAC,150
4,bg,1.58,ICEFRAC,151
4,bg,1.58,ICEFRAC,152
4,bg,1.58,ICEFRAC,153
4,bg,1.58,ICEFRAC,154
4,bg,1.58,ICEFRAC,155
4,bg,1.58,ICEFRAC,156
6,bg,1.10,ICEFRAC,157
4,bg,1.58,ICEFRAC,158
4,bg,1.58,ICEFRAC,159
4,bg,1.58,ICEFRAC,160
4,bg,1.58,ICEFRAC,161
4,bg,1.58,ICEFRAC,162
4,bg,1.58,ICEFRAC,163
4,bg,1.58,ICEFRAC,164
4,bg,1.58,ICEFRAC,165
4,bg,1.58,ICEFRAC,166
4,bg,1.58,ICEFRAC,167
5,bg,1.28,ICEFRAC,168
4,bg,1.58,ICEFRAC,169
4,bg,1.58,ICEFRAC,170
4,bg,1.58,ICEFRAC,171
4,bg,1.58,ICEFRAC,172
4,bg,1.58,ICEFRAC,173
4,bg,1.58,ICEFRAC,174
4,bg,1.58,ICEFRAC,175
4,bg,1.58,ICEFRAC,176
4,bg,1.58,ICEFRAC,177
4,bg,1.58,ICEFRAC,178
5,bg,1.28,ICEFRAC,179
4,bg,1.58,ICEFRAC,180
4,bg,1.58,ICEFRAC,181
4,bg,1.58,ICEFRAC,182
4,bg,1.58,ICEFRAC,183
4,bg,1.58,ICEFRAC,184
5,bg,1.28,ICEFRAC,185
4,bg,1.58,ICEFRAC,186
4,bg,1.58,ICEFRAC,187
5,bg,1.28,ICEFRAC,188
5,bg,1.28,ICEFRAC,189
4,bg,1.58,ICEFRAC,190
5,bg,1.28,ICEFRAC,191
4,bg,1.58,ICEFRAC,192
4,bg,1.58,ICEFRAC,193
4,bg,1.58,ICEFRAC,194
4,bg,1.58,ICEFRAC,195
4,bg,1.58,ICEFRAC,196
4,bg,1.58,ICEFRAC,197
4,bg,1.58,ICEFRAC,198
4,bg,1.58,ICEFRAC,199
4,bg,1.58,ICEFRAC,200
4,bg,1.58,ICEFRAC,201
4,bg,1.58,ICEFRAC,202
4,bg,1.58,ICEFRAC,203
5,bg,1.28,ICEFRAC,204
5,bg,1.28,ICEFRAC,205
5,bg,1.28,ICEFRAC,206
6,bg,1.10,ICEFRAC,207
5,bg,1.28,ICEFRAC,208
5,bg,1.28,ICEFRAC,209
4,bg,1.58,ICEFRAC,210
4,bg,1.58,ICEFRAC,211
4,bg,1.58,ICEFRAC,212
4,bg,1.58,ICEFRAC,213
4,bg,1.58,ICEFRAC,214
4,bg,1.58,ICEFRAC,215
4,bg,1.58,ICEFRAC,216
4,bg,1.58,ICEFRAC,217
4,bg,1.58,ICEFRAC,218
4,bg,1.58,ICEFRAC,219
4,bg,1.58,ICEFRAC,220
4,bg,1.58,ICEFRAC,221
4,bg,1.58,ICEFRAC,222
5,bg,1.28,ICEFRAC,223
4,bg,1.58,ICEFRAC,224
5,bg,1.28,ICEFRAC,225
4,bg,1.58,ICEFRAC,226
4,bg,1.58,ICEFRAC,227
4,bg,1.58,ICEFRAC,228
4,bg,1.58,ICEFRAC,229
4,bg,1.58,ICEFRAC,230
4,bg,1.58,ICEFRAC,231
4,bg,1.58,ICEFRAC,232
4,bg,1.58,ICEFRAC,233
4,bg,1.58,ICEFRAC,234
4,bg,1.58,ICEFRAC,235
5,bg,1.28,ICEFRAC,236
5,bg,1.28,ICEFRAC,237
6,bg,1.10,ICEFRAC,238
6,bg,1.10,ICEFRAC,239
5,bg,1.28,ICEFRAC,240
4,bg,1.58,ICEFRAC,241
4,bg,1.58,ICEFRAC,242
4,bg,1.58,ICEFRAC,243
4,bg,1.58,ICEFRAC,244
4,bg,1.58,ICEFRAC,245
4,bg,1.58,ICEFRAC,246
4,bg,1.58,ICEFRAC,247
4,bg,1.58,ICEFRAC,248
5,bg,1.28,ICEFRAC,249
5,bg,1.28,ICEFRAC,250
5,bg,1.28,ICEFRAC,251
4,bg,1.58,ICEFRAC,252
4,bg,1.58,ICEFRAC,253
4,bg,1.58,ICEFRAC,254
4,bg,1.58,ICEFRAC,255
4,bg,1.58,ICEFRAC,256
5,bg,1.28,ICEFRAC,257
4,bg,1.58,ICEFRAC,258
4,bg,1.58,ICEFRAC,259
4,bg,1.58,ICEFRAC,260
5,bg,1.28,ICEFRAC,261
5,bg,1.28,ICEFRAC,262
5,bg,1.28,ICEFRAC,263
5,bg,1.28,ICEFRAC,264
4,bg,1.58,ICEFRAC,265
4,bg,1.58,ICEFRAC,266
4,bg,1.58,ICEFRAC,267
5,bg,1.28,ICEFRAC,268
4,bg,1.58,ICEFRAC,269
4,bg,1.58,ICEFRAC,270
4,bg,1.58,ICEFRAC,271
4,bg,1.58,ICEFRAC,272
5,bg,1.28,ICEFRAC,273
5,bg,1.28,ICEFRAC,274
5,bg,1.28,ICEFRAC,275
4,bg,1.58,ICEFRAC,276
5,bg,1.28,ICEFRAC,277
4,bg,1.58,ICEFRAC,278
5,bg,1.28,ICEFRAC,279
4,bg,1.58,ICEFRAC,280
5,bg,1.28,ICEFRAC,281
4,bg,1.58,ICEFRAC,282
4,bg,1.58,ICEFRAC,283
5,bg,1.28,ICEFRAC,284
5,bg,1.28,ICEFRAC,285
4,bg,1.58,ICEFRAC,286
5,bg,1.28,ICEFRAC,287
5,bg,1.28,ICEFRAC,288
5,bg,1.28,ICEFRAC,289
5,bg,1.28,ICEFRAC,290
5,bg,1.28,ICEFRAC,291
5,bg,1.28,ICEFRAC,292
5,bg,1.28,ICEFRAC,293
5,bg,1.28,ICEFRAC,294
4,bg,1.58,ICEFRAC,295
4,bg,1.58,ICEFRAC,296
4,bg,1.58,ICEFRAC,297
4,bg,1.58,ICEFRAC,298
4,bg,1.58,ICEFRAC,299
4,bg,1.58,ICEFRAC,300
5,bg,1.28,ICEFRAC,301
5,bg,1.28,ICEFRAC,302
5,bg,1.28,ICEFRAC,303
5,bg,1.28,ICEFRAC,304
6,bg,1.10,ICEFRAC,305
5,bg,1.28,ICEFRAC,306
5,bg,1.28,ICEFRAC,307
4,bg,1.58,ICEFRAC,308
4,bg,1.58,ICEFRAC,309
4,bg,1.58,ICEFRAC,310
4,bg,1.58,ICEFRAC,311
5,bg,1.28,ICEFRAC,312
4,bg,1.58,ICEFRAC,313
4,bg,1.58,ICEFRAC,314
4,bg,1.58,ICEFRAC,315
4,bg,1.58,ICEFRAC,316
5,bg,1.28,ICEFRAC,317
5,bg,1.28,ICEFRAC,318
5,bg,1.28,ICEFRAC,319
5,bg,1.28,ICEFRAC,320
4,bg,1.58,ICEFRAC,321
4,bg,1.58,ICEFRAC,322
4,bg,1.58,ICEFRAC,323
4,bg,1.58,ICEFRAC,324
4,bg,1.58,ICEFRAC,325
4,bg,1.58,ICEFRAC,326
4,bg,1.58,ICEFRAC,327
4,bg,1.58,ICEFRAC,328
5,bg,1.28,ICEFRAC,329
5,bg,1.28,ICEFRAC,330
5,bg,1.28,ICEFRAC,331
5,bg,1.28,ICEFRAC,332
5,bg,1.28,ICEFRAC,333
5,bg,1.28,ICEFRAC,334
4,bg,1.58,ICEFRAC,335
5,bg,1.28,ICEFRAC,336
5,bg,1.28,ICEFRAC,337
5,bg,1.28,ICEFRAC,338
5,bg,1.28,ICEFRAC,339
5,bg,1.28,ICEFRAC,340
5,bg,1.28,ICEFRAC,341
5,bg,1.28,ICEFRAC,342
5,bg,1.28,ICEFRAC,343
4,bg,1.58,ICEFRAC,344
4,bg,1.58,ICEFRAC,345
4,bg,1.58,ICEFRAC,346
4,bg,1.58,ICEFRAC,347
4,bg,1.58,ICEFRAC,348
5,bg,1.28,ICEFRAC,349
5,bg,1.28,ICEFRAC,350
5,bg,1.28,ICEFRAC,351
4,bg,1.58,ICEFRAC,352
5,bg,1.28,ICEFRAC,353
5,bg,1.28,ICEFRAC,354
5,bg,1.28,ICEFRAC,355
5,bg,1.28,ICEFRAC,356
5,bg,1.28,ICEFRAC,357
4,bg,1.58,ICEFRAC,358
4,bg,1.58,ICEFRAC,359
4,bg,1.58,ICEFRAC,360
4,bg,1.58,ICEFRAC,361
4,bg,1.58,ICEFRAC,362
4,bg,1.58,ICEFRAC,363
5,bg,1.28,ICEFRAC,364
5,bg,1.28,ICEFRAC,365
6,bg,1.10,ICEFRAC,366
6,bg,1.10,ICEFRAC,367
5,bg,1.28,ICEFRAC,368
6,bg,1.10,ICEFRAC,369
6,bg,1.10,ICEFRAC,370
6,bg,1.10,ICEFRAC,371
5,bg,1.28,ICEFRAC,372
5,bg,1.28,ICEFRAC,373
5,bg,1.28,ICEFRAC,374
4,bg,1.58,ICEFRAC,375
4,bg,1.58,ICEFRAC,376
4,bg,1.58,ICEFRAC,377
4,bg,1.58,ICEFRAC,378
5,bg,1.28,ICEFRAC,379
4,bg,1.58,ICEFRAC,380
4,bg,1.58,ICEFRAC,381
4,bg,1.58,ICEFRAC,382
4,bg,1.58,ICEFRAC,383
5,bg,1.28,ICEFRAC,384
5,bg,1.28,ICEFRAC,385
4,bg,1.58,ICEFRAC,386
4,bg,1.58,ICEFRAC,387
5,bg,1.28,ICEFRAC,388
5,bg,1.28,ICEFRAC,389
5,bg,1.28,ICEFRAC,390
5,bg,1.28,ICEFRAC,391
5,bg,1.28,ICEFRAC,392
5,bg,1.28,ICEFRAC,393
5,bg,1.28,ICEFRAC,394
5,bg,1.28,ICEFRAC,395
5,bg,1.28,ICEFRAC,396
5,bg,1.28,ICEFRAC,397
4,bg,1.58,ICEFRAC,398
4,bg,1.58,ICEFRAC,399
4,bg,1.58,ICEFRAC,400
5,bg,1.28,ICEFRAC,401
4,bg,1.58,ICEFRAC,402
4,bg,1.58,ICEFRAC,403
4,bg,1.58,ICEFRAC,404
4,bg,1.58,ICEFRAC,405
4,bg,1.58,ICEFRAC,406
5,bg,1.28,ICEFRAC,407
4,bg,1.58,ICEFRAC,408
5,bg,1.28,ICEFRAC,409
4,bg,1.58,ICEFRAC,410
5,bg,1.28,ICEFRAC,411
4,bg,1.58,ICEFRAC,412
5,bg,1.28,ICEFRAC,413
4,bg,1.58,ICEFRAC,414
4,bg,1.58,ICEFRAC,415
4,bg,1.58,ICEFRAC,416
4,bg,1.58,ICEFRAC,417
4,bg,1.58,ICEFRAC,418
4,bg,1.58,ICEFRAC,419
4,bg,1.58,ICEFRAC,420
4,bg,1.58,ICEFRAC,421
4,bg,1.58,ICEFRAC,422
4,bg,1.58,ICEFRAC,423
5,bg,1.28,ICEFRAC,424
5,bg,1.28,ICEFRAC,425
4,bg,1.58,ICEFRAC,426
4,bg,1.58,ICEFRAC,427
4,bg,1.58,ICEFRAC,428
4,bg,1.58,ICEFRAC,429
4,bg,1.58,ICEFRAC,430
4,bg,1.58,ICEFRAC,431
4,bg,1.58,ICEFRAC,432
4,bg,1.58,ICEFRAC,433
5,bg,1.28,ICEFRAC,434
4,bg,1.58,ICEFRAC,435
4,bg,1.58,ICEFRAC,436
4,bg,1.58,ICEFRAC,437
4,bg,1.58,ICEFRAC,438
4,bg,1.58,ICEFRAC,439
4,bg,1.58,ICEFRAC,440
4,bg,1.58,ICEFRAC,441
4,bg,1.58,ICEFRAC,442
4,bg,1.58,ICEFRAC,443
4,bg,1.58,ICEFRAC,444
5,bg,1.28,ICEFRAC,445
5,bg,1.28,ICEFRAC,446
4,bg,1.58,ICEFRAC,447
4,bg,1.58,ICEFRAC,448
4,bg,1.58,ICEFRAC,449
4,bg,1.58,ICEFRAC,450
4,bg,1.58,ICEFRAC,451
4,bg,1.58,ICEFRAC,452
4,bg,1.58,ICEFRAC,453
4,bg,1.58,ICEFRAC,454
4,bg,1.58,ICEFRAC,455
4,bg,1.58,ICEFRAC,456
5,bg,1.28,ICEFRAC,457
4,bg,1.58,ICEFRAC,458
4,bg,1.58,ICEFRAC,459
4,bg,1.58,ICEFRAC,460
4,bg,1.58,ICEFRAC,461
4,bg,1.58,ICEFRAC,462
4,bg,1.58,ICEFRAC,463
4,bg,1.58,ICEFRAC,464
4,bg,1.58,ICEFRAC,465
4,bg,1.58,ICEFRAC,466
4,bg,1.58,ICEFRAC,467
5,bg,1.28,ICEFRAC,468
4,bg,1.58,ICEFRAC,469
4,bg,1.58,ICEFRAC,470
4,bg,1.58,ICEFRAC,471
4,bg,1.58,ICEFRAC,472
4,bg,1.58,ICEFRAC,473
4,bg,1.58,ICEFRAC,474
4,bg,1.58,ICEFRAC,475
4,bg,1.58,ICEFRAC,476
4,bg,1.58,ICEFRAC,477
4,bg,1.58,ICEFRAC,478
5,bg,1.28,ICEFRAC,479
4,bg,1.58,ICEFRAC,480
4,bg,1.58,ICEFRAC,481
4,bg,1.58,ICEFRAC,482
4,bg,1.58,ICEFRAC,483
4,bg,1.58,ICEFRAC,484
4,bg,1.58,ICEFRAC,485
4,bg,1.58,ICEFRAC,486
4,bg,1.58,ICEFRAC,487
4,bg,1.58,ICEFRAC,488
4,bg,1.58,ICEFRAC,489
5,bg,1.28,ICEFRAC,490
4,bg,1.58,ICEFRAC,491
4,bg,1.58,ICEFRAC,492
4,bg,1.58,ICEFRAC,493
4,bg,1.58,ICEFRAC,494
4,bg,1.58,ICEFRAC,495
4,bg,1.58,ICEFRAC,496
4,bg,1.58,ICEFRAC,497
4,bg,1.58,ICEFRAC,498
4,bg,1.58,ICEFRAC,499
4,bg,1.58,ICEFRAC,500
5,bg,1.28,ICEFRAC,501
4,bg,1.58,ICEFRAC,502
4,bg,1.58,ICEFRAC,503
4,bg,1.58,ICEFRAC,504
4,bg,1.58,ICEFRAC,505
4,bg,1.58,ICEFRAC,506
4,bg,1.58,ICEFRAC,507
4,bg,1.58,ICEFRAC,508
